"YEAR","STATE","AGE_CATEGORY","GENDER","DISEASE_CATEGORY","PATIENTS","OFFICE_VISITS","A1C_MEAN","A1C_MEDIAN","A1C_STDDEV","WEIGHT_MEAN","WEIGHT_MEDIAN","WEIGHT_STDDEV","BMI_MEAN","BMI_MEDIAN","BMI_STDDEV","FBG_MEAN","FBG_MEDIAN","FBG_STDDEV","SBP_MEAN","SBP_MEDIAN","SBP_STDDEV","DBP_MEAN","DBP_MEDIAN","DBP_STDDEV"
"2007","DE","2","Male","1","185","1681","7.87","7.3","2.18","239.12","236","57.65","34.84","34.15","7.55","157.69","139","67.34","134","130","21.01","80.72","80","11.31"
"2007","DE","2","Male","2","198","1713","7.65","7","2.13","239.13","235.1","54.33","34.66","33.9","7.42","153.86","130.5","66.71","135.61","132","19.96","82.05","80","11.13"
"2007","DE","3","Female","1","213","2364","7.21","6.9","1.37","189.39","182.8","46.52","33.85","32.44","8.46","135.19","122","55.59","138.01","134","23.96","74.2","74","11.5"
"2007","DE","3","Female","2","225","2512","7.13","6.8","1.38","190.16","184","46.77","33.95","32.47","8.52","134.66","120","56.14","138.61","135","23.88","74.65","75","11.58"
"2007","DE","3","Male","1","149","1265","7.21","6.8","1.52","207.5","206","37.85","30.92","30.72","5.18","144.91","128.5","62.03","133.96","131","19.8","74.92","75","10.41"
"2007","DE","3","Male","2","154","1308","7.08","6.6","1.57","212.32","210","38.48","31.25","31.04","5.17","140.43","125","60.47","134.46","132","19.69","75.48","76","10.74"
"2007","FL","3","Female","1","188","1588","6.67","6.5","0.96","182.97","177","42.72","31.81","30.72","6.65","127.24","117","46.08","129.36","130","16.32","71.13","70","10.33"
"2007","FL","3","Female","2","239","1928","6.49","6.3","0.88","182.91","175","44.21","32.2","31.09","7.07","121.19","112","40.12","130.71","130","16.81","72.66","72","10.49"
"2007","FL","3","Male","1","236","1732","6.78","6.5","0.97","218.71","213","43.08","31.85","30.84","5.76","128.04","121","41.49","128.04","128","16","70.71","70","10.59"
"2007","FL","3","Male","2","274","1897","6.65","6.4","1.01","219.69","213","43.5","31.83","30.86","5.83","124.7","118","39.11","128.84","128","16.16","72.23","72","10.76"
"2007","FL","4","Female","1","205","1842","6.6","6.5","0.76","159.01","155","31.04","28.8","28.71","5.43","123.41","115","39","132.09","130","18.32","67.36","68","10.68"
"2007","FL","4","Female","2","279","2342","6.46","6.4","0.7","157.28","154","30.25","28.45","28.56","5.47","120.5","113","35.23","133.02","130","19.06","68.34","68","10.76"
"2007","FL","4","Male","1","239","1952","6.6","6.4","0.91","192.77","188","33.16","28.82","28.59","4.74","126.62","118","39.49","126.51","124","17.14","67.81","68","10.21"
"2007","FL","4","Male","2","268","2187","6.42","6.2","0.86","192.65","186.5","33.59","28.83","28.27","4.69","121.02","113","34.13","128.99","128","17.22","68.9","70","10.19"
"2007","GA","1","Female","1","220","2112","7.27","6.6","2.05","224.44","218","54.06","37.1","35.51","8.78","149.96","120","81.43","126.27","124","16.41","79.94","80","11.81"
"2007","GA","1","Female","2","143","1400","7.1","6.5","1.93","229.1","220","51.68","37.69","35.88","8.54","142.66","112","77.92","131.17","130","17.88","83.01","82","12.87"
"2007","GA","1","Male","1","106","809","7.68","7.1","2.2","257.15","249.5","71.09","36.12","35.44","8.48","157.33","135.5","70.53","129.47","128","16.55","82.13","82","11"
"2007","GA","2","Female","1","1517","15821","7.21","6.7","1.7","221.11","213.99","56.32","37.61","36.21","9.01","139.56","121","62.37","133.03","130","20.09","78.46","80","11.14"
"2007","GA","2","Female","2","1519","15675","7.18","6.7","1.74","221.74","215.01","56.48","37.75","36.43","9.05","137.15","119","61.04","134.48","132","20.31","79.29","80","11.42"
"2007","GA","2","Male","1","1116","9654","7.21","6.8","1.64","238.59","233","56.26","34.26","33.25","7.48","146.31","128","62.98","131.95","130","18.81","80.06","80","10.94"
"2007","GA","2","Male","2","1042","9273","7.14","6.7","1.64","240.35","234","55.24","34.66","33.54","7.47","142.72","124","61.94","133.71","132","19.09","81","80","11.24"
"2007","GA","3","Female","1","1422","16721","6.88","6.6","1.27","194.09","188","45.32","33.16","32.28","7.64","135.17","121","54.9","135.39","132","19.98","75.21","76","10.66"
"2007","GA","3","Female","2","1479","17254","6.86","6.6","1.26","195.36","189.5","45.53","33.49","32.7","7.5","133.45","119","54.2","136.16","134","20.15","75.49","76","10.87"
"2007","GA","3","Male","1","977","9866","6.79","6.5","1.23","216.7","211.99","44.19","31.42","30.78","6.05","137.35","125","52.25","132.04","130","18.7","76.18","78","10.22"
"2007","GA","3","Male","2","924","9419","6.75","6.5","1.23","217.72","213","44.29","31.56","31","6.1","134.08","123","48.61","133.1","130","18.74","76.77","78","10.35"
"2007","GA","4","Female","1","561","7554","6.64","6.4","1.09","166.67","163","38.95","29.08","28.62","6.51","128.51","116","50.43","135.77","133","20.21","72.39","72","10.8"
"2007","GA","4","Female","2","566","7499","6.62","6.4","1.09","167.43","164","38.97","29.29","28.83","6.51","127.92","116","48.91","137.01","135","20.29","73.1","72","11.11"
"2007","GA","4","Male","1","295","3681","6.72","6.5","1.1","191.03","189","32.42","28","27.96","4.46","132.71","122","48.8","132.5","130","20.05","72.59","72","10.4"
"2007","GA","4","Male","2","262","3233","6.7","6.4","1.12","191.74","190","32.04","28.19","28.06","4.21","132.1","122","49.26","133.18","130","20.45","72.81","72","10.59"
"2007","ID","1","Female","1","110","862","7.84","7.1","2.32","213.27","209","64.84","36.27","35.69","9.44","163.81","137","85.61","123.3","122","18.5","77.94","78","11.76"
"2007","ID","2","Female","1","525","4366","7.86","7.3","2","216.73","210.45","59.27","38.14","36.98","9.5","157.72","134","78.48","129.51","128","17.76","76.9","78","10.55"
"2007","ID","2","Female","2","437","3930","7.52","7","1.86","223.38","216.5","59","39","38.01","9.14","148.79","127","72.06","131.25","130","17.8","78.12","78","10.84"
"2007","ID","2","Male","1","392","2603","7.97","7.5","1.98","241.68","231","65.09","35.17","33.41","8.49","157.89","135","73.66","132.17","130","18.7","79.44","80","11.39"
"2007","ID","2","Male","2","314","2289","7.77","7.25","1.94","249.57","235","67.36","35.98","33.9","8.62","152.97","131","72.15","134.7","132","19.17","80.84","80","12.22"
"2007","ID","3","Female","1","444","4119","7.22","7","1.3","197.98","189.2","50.14","34.87","33.48","8.23","135.74","127","49.98","134.43","132","18.85","72.95","72","11.1"
"2007","ID","3","Female","2","438","4307","7.09","6.9","1.2","197.45","189","50.02","34.66","33.38","8.34","133.21","123","47.73","135.44","132","18.85","73.52","72","10.92"
"2007","ID","3","Male","1","394","3091","7.3","7","1.45","226.81","223.4","47.17","33.31","32.8","6.13","144.54","132","57.7","132.76","130","19.83","73.68","74","11.52"
"2007","ID","3","Male","2","364","2934","7.19","6.9","1.35","228.93","225.7","47.05","33.65","32.93","6.09","139.15","127","52.85","132.58","130","20.33","73.71","74","11.73"
"2007","ID","4","Female","1","207","2298","7.08","6.9","1.09","168.55","165.9","36.74","29.97","29.69","6.31","139.34","125","59.51","137.35","136","22.47","70.48","70","11.81"
"2007","ID","4","Female","2","222","2523","6.95","6.9","0.98","166.73","164","37.12","29.51","29.29","6.32","135.67","122","57.54","137.42","134","22.66","70.32","70","12.1"
"2007","ID","4","Male","1","139","1397","7.22","7.1","1.09","195.71","188","35.53","28.9","28.22","5.31","137.44","129","53.65","128.19","128","17.71","66.55","66","10.89"
"2007","ID","4","Male","2","131","1316","7.2","7","1.21","197.97","189.6","35.9","29.33","28.65","5.12","137.35","127","57.3","129.05","128","17.6","67.05","68","11.3"
"2007","IL","2","Female","1","516","4130","7.74","7.2","1.96","208.39","204.8","51.91","35.51","34.57","8.19","151.61","132","66.75","130.04","130","18.79","75.98","76","10.7"
"2007","IL","2","Female","2","430","3607","7.51","7","1.88","209.41","204.54","50.08","35.87","34.67","8.07","140.91","123","62.97","133.23","130","19.15","77.82","80","11.17"
"2007","IL","2","Male","1","465","3071","7.64","7","1.95","243.17","235","64.53","34.47","33.57","7.73","153.13","136","63.49","130.43","130","17.02","78.6","80","10.78"
"2007","IL","2","Male","2","354","2531","7.41","6.9","1.73","248.56","237","62.68","35.13","33.83","7.55","148.6","133","61.97","133.55","130","17.29","80.44","80","11.09"
"2007","IL","3","Female","1","392","3609","7.33","7","1.47","194.99","192","46.16","34.24","33.72","7.48","143.5","130","59.16","134.59","131","19.52","72.4","70","11.08"
"2007","IL","3","Female","2","394","3673","7.27","6.9","1.48","196.32","193","46.36","34.46","33.76","7.5","141.65","128","56.97","135.2","132","19.14","73.02","72","11.03"
"2007","IL","3","Male","1","369","2970","7.15","6.8","1.33","219.67","215.59","48.37","32.36","31.73","6.33","144.47","128","60","131.19","130","18.46","72.34","72","10.47"
"2007","IL","3","Male","2","355","2849","7.04","6.8","1.33","221.82","218","48.09","32.51","31.88","6.31","140.86","124","58.18","133.12","130","18.36","73.29","72","10.49"
"2007","IL","4","Female","1","207","1883","6.8","6.6","1","164.31","162.98","34.18","30.04","29.62","6.07","134.71","123","50.14","135.27","134","18.82","69.72","70","11.36"
"2007","IL","4","Female","2","235","2155","6.73","6.6","0.99","161.8","160","33.62","29.64","29.15","5.9","128.95","117","44.77","135.57","134","19.4","69.66","70","11.45"
"2007","IL","4","Male","1","139","1185","6.92","6.8","0.94","196.44","193.13","38.38","29.62","29.33","5.15","139.19","127.5","51.51","129.28","128","19.97","68.43","69","10.31"
"2007","IL","4","Male","2","124","1122","6.78","6.6","0.92","197.81","192","41.2","29.83","29.33","5.56","139.39","125","53.75","133.11","130","19.6","69.32","70","10.35"
"2007","IN","2","Female","1","441","5273","7.07","6.4","1.85","221.57","218","53.72","38.49","37.79","9","151.45","126","74.67","129.62","128","18.22","76.93","78","11.05"
"2007","IN","2","Female","2","426","5040","6.9","6.2","1.91","222.03","218","52.58","38.25","37.33","8.89","140.03","118","67.7","131.02","130","18.78","77.99","79","11.35"
"2007","IN","2","Male","1","480","3805","7.11","6.6","1.66","247.85","239","59.3","35.6","34.64","7.91","149.89","133","65.25","131.83","130","20.22","79.17","80","11.66"
"2007","IN","2","Male","2","446","3639","6.88","6.4","1.6","247.87","240","55.39","35.85","35.12","7.34","142.47","123","60.81","132.88","130","19.29","80.44","80","11.27"
"2007","IN","3","Female","1","454","5029","6.71","6.4","1.29","194.92","189","46.28","34.42","33.38","8.07","137.61","123","57.06","133.35","132","21.06","72.39","72","11.36"
"2007","IN","3","Female","2","484","5571","6.61","6.3","1.25","193.77","187","45.84","34.12","33","7.81","134.76","120","55.54","134.66","132","21.26","72.67","72","11.45"
"2007","IN","3","Male","1","391","3506","6.85","6.5","1.51","219.91","213.99","42.73","31.92","31.42","5.84","141.86","130","53.44","131.03","130","19.49","72.9","72","11.2"
"2007","IN","3","Male","2","385","3560","6.66","6.3","1.45","222.52","216","43.8","32.27","31.75","5.93","136.87","124.5","49.91","133.37","132","19.39","74.35","74","11.26"
"2007","IN","4","Female","1","208","2337","6.55","6.3","1.1","166.73","163","34.52","29.93","29.44","6.27","134.6","121","52.6","136.82","136","20.35","69.59","70","11.06"
"2007","IN","4","Female","2","244","2925","6.43","6.1","1.07","164.2","161","34.63","29.37","29.37","6.36","130.73","116","52.18","136.26","134","20.68","69.16","70","10.75"
"2007","IN","4","Male","1","140","1409","6.58","6.4","1","192.71","189.4","35.03","28.49","27.67","4.83","134.23","123","46.43","129.19","128","17.95","66.93","66","11.14"
"2007","IN","4","Male","2","135","1388","6.46","6.3","0.91","194.14","190","34.69","28.54","27.81","4.53","131.22","120","43.8","130.08","128.5","18.75","67.5","68","11.07"
"2007","KS","2","Female","1","346","3094","8.01","7.4","2.16","222.84","223.7","58.45","38.59","38.24","9.19","179.49","153.5","91.31","133.75","131","24.59","76.37","76","12.09"
"2007","KS","2","Female","2","395","3225","7.69","7.1","2.12","227.95","225","54.93","39.09","38.41","8.82","164.53","135","87.02","137.4","136","23.79","78.49","78","12.09"
"2007","KS","2","Male","1","306","2267","7.89","7.5","1.85","245.85","236.6","60.5","35.59","34.54","8.1","169.54","146","76.49","131.33","130","21.69","77.91","78","12.38"
"2007","KS","2","Male","2","366","2690","7.48","7","1.93","247.08","237","59.69","35.62","34.59","7.71","155.57","131","72.5","131.97","130","21.91","78.7","79","12.46"
"2007","KS","3","Female","1","321","2672","7.34","6.9","1.57","195.2","191","50.33","34.24","33.33","8.3","151.61","134","66.39","138.71","136","24.65","73.67","72","12.02"
"2007","KS","3","Female","2","380","2982","7.1","6.7","1.56","194.95","190.5","47.04","34.16","33.44","7.95","142.51","124","63.12","138.76","136","23.85","73.92","73","11.74"
"2007","KS","3","Male","1","373","2754","7.2","6.9","1.4","214.84","214","44.74","31.34","30.78","5.88","146.91","133.5","60.17","130.75","130","21.5","73.05","72","11.07"
"2007","KS","3","Male","2","448","3403","6.89","6.6","1.39","216.61","211.8","43.8","31.5","30.78","5.86","136.42","121","56.05","130.83","130","21.03","74.23","74","11.27"
"2007","KS","4","Female","1","135","1030","6.95","6.7","1.22","169.46","164","35.69","30.49","29.93","6.21","137.94","127","51.64","140.76","139","23.2","70.72","70","11.4"
"2007","KS","4","Female","2","179","1373","6.72","6.5","1.16","166.8","164","34.45","29.62","28.95","6.19","129.17","117","48.95","138.83","136","23.14","71.26","70","11.26"
"2007","KS","4","Male","1","133","1023","6.74","6.6","0.97","192.08","193","36.32","28.33","28.58","4.16","141.28","130","54.78","129.82","128","22.27","69.42","70","11.17"
"2007","KS","4","Male","2","155","1091","6.59","6.4","1.03","192.25","190","36.62","28.45","28.45","4.34","132.84","119","51.34","131.83","130","22.15","70.09","70","11.07"
"2007","KY","2","Female","1","317","1119","7.81","7.4","1.7","199.02","193","45.44","34.37","33.34","7.55","159.05","146","63.46","124.53","124","13.04","72.09","70","8.39"
"2007","KY","2","Female","2","209","727","7.9","7.5","1.58","201.3","197","44.3","34.72","33.56","7.69","158.91","149","59.21","125.86","124","13.47","72.46","70","8.31"
"2007","KY","2","Male","1","335","1202","7.94","7.6","1.72","238.25","232","50.01","33.99","33.17","7.38","166.34","150","64.27","126.37","126","14.44","73.51","72","8.56"
"2007","KY","2","Male","2","245","890","7.87","7.5","1.66","239.71","234","50.73","34.44","33.5","7.84","164","149","64.5","126.75","126","14.24","73.36","72","8.3"
"2007","KY","3","Female","1","287","1089","7.38","7.1","1.35","187.39","183","39.05","32.54","31.53","6.74","149.72","137","56.96","127.54","128","13.3","70.25","70","8.55"
"2007","KY","3","Female","2","232","888","7.45","7.1","1.43","187.39","185","39.42","32.68","31.93","6.88","152.97","139","60.73","128.24","130","13.15","70.54","70","8.56"
"2007","KY","3","Male","1","333","1248","7.57","7.4","1.37","218.81","215","41.58","31.77","31.28","5.56","155.59","142.5","61.89","127.25","128","14.04","70.18","70","8.93"
"2007","KY","3","Male","2","257","997","7.5","7.3","1.32","218.42","215","41.92","31.61","31.15","5.24","153.24","139","65.28","128.76","130","13.32","70.74","70","8.87"
"2007","KY","4","Female","1","107","403","7.34","7.2","1.03","163.7","163","42.88","29.5","29.43","6.39","152.43","143.5","57.51","126.44","126","13.92","67.04","68","8.58"
"2007","MA","2","Female","1","287","1937","7.45","7","1.66","207.36","204","52.29","36.86","35.7","8.79","153.41","131","71.06","126.47","126","16.5","75.85","76","9.88"
"2007","MA","2","Female","2","270","1781","7.24","6.8","1.66","211.91","209.99","52.94","37.46","36.78","8.81","145.28","122","69.72","130.27","130","17.32","78.81","80","10.92"
"2007","MA","2","Male","1","304","1684","7.51","7","1.83","224.53","219.01","52.29","33.5","32.41","7.41","159.39","139","72.43","130.1","130","18.57","79.52","80","10.44"
"2007","MA","2","Male","2","275","1487","7.12","6.7","1.74","232.12","226","49.67","34.48","33.36","7.09","140.58","121","61.63","134.33","132","17.86","81.92","80","10.73"
"2007","MA","3","Female","1","308","1950","7.06","6.7","1.28","187.84","185","38.98","34.31","33.28","7.44","143.9","129","57.61","132.77","130","17.76","72.41","70","9.72"
"2007","MA","3","Female","2","352","2130","6.91","6.6","1.28","185.4","184","38.43","34.05","33.08","7.49","136.72","122","52.68","134.78","132","17.65","73.87","74","9.89"
"2007","MA","3","Male","1","277","1731","7.11","6.8","1.26","209.64","201.75","44.18","32.11","31.47","6.5","142.46","132","53.48","129.76","130","16.49","72.6","72","10.05"
"2007","MA","3","Male","2","281","1602","6.95","6.7","1.27","209.38","201","42.56","31.93","31.16","6.33","134.63","123","48.44","132.21","130","17.23","74.91","76","10.57"
"2007","MA","4","Female","1","230","1505","6.73","6.5","0.99","152.39","150","30.9","28.68","28.35","5.97","132.42","121","45.99","135.73","132","19.64","69.88","70","9.89"
"2007","MA","4","Female","2","287","1859","6.62","6.4","0.97","151.34","148","30.45","28.63","28.07","6.02","127.97","117.5","43.63","138.28","136","19.87","70.75","70","10.17"
"2007","MA","4","Male","1","130","948","6.92","6.8","1.1","193.46","188","31.67","29.1","28.57","3.98","145.77","134","51.43","130.9","130","18.05","68.71","70","9.86"
"2007","MA","4","Male","2","149","1032","6.74","6.6","1.13","190.89","187","32.44","29.15","28.53","3.95","136.56","125","48.49","133.21","132","18.32","69.28","70","10.59"
"2007","ME","2","Female","1","309","3686","7.39","7","1.41","217.13","211.3","51.02","38.18","37.1","9.02","151.17","138","58.37","129.52","128","15.85","76.42","76","9.95"
"2007","ME","2","Female","2","269","3259","7.26","6.9","1.41","222.67","219","47.06","38.78","38.16","7.91","151.89","137","58.37","131.96","130","15.41","78.23","78","9.83"
"2007","ME","2","Male","1","282","2549","7.62","7.2","1.61","245.75","239","62.12","35.42","34.53","7.84","158.78","141","68.59","130.1","130","15.46","77.81","78","9.95"
"2007","ME","2","Male","2","283","2526","7.48","7","1.69","240.63","237.01","54.38","34.82","34.18","6.93","156.59","136","70.7","131.53","130","15.92","78.48","80","10.54"
"2007","ME","3","Female","1","314","3125","7.01","6.8","1.27","194.48","188","44.43","34.54","33.23","7.57","140.38","130","51.15","134.46","132","19.55","71.93","70","10.5"
"2007","ME","3","Female","2","329","3273","6.91","6.6","1.25","194.39","186.38","44.98","34.53","33.33","7.91","137.28","127","51.53","135.02","132","19.6","72.92","72","10.96"
"2007","ME","3","Male","1","296","2553","7.1","6.9","1.25","220.53","213.7","46.53","32.39","31.74","5.98","139.35","130","52.85","131","130","17.47","72.18","71","10.62"
"2007","ME","3","Male","2","298","2436","6.95","6.7","1.22","220.18","213","46.31","32.46","31.89","5.81","140.7","130","51.84","132.14","130","17.3","72.95","72","10.61"
"2007","ME","4","Female","1","161","1817","6.95","6.8","0.94","164.41","159.13","35.3","29.17","28","6.05","132.67","122","47.25","134.8","132","19.76","67.58","68","10.55"
"2007","ME","4","Female","2","166","1788","6.88","6.8","0.94","164.99","160.13","34.68","29.34","28.75","5.97","128.08","120","43.4","135.58","134","18.95","67.98","68","10.35"
"2007","ME","4","Male","1","136","1470","6.88","6.8","1.01","195.23","195.75","34.22","29.56","29.53","4.4","141.65","130","55.72","128.24","128","18.62","67.12","68","10.47"
"2007","ME","4","Male","2","124","1340","6.75","6.6","0.93","198.57","198.99","37.52","29.76","29.63","4.97","139.71","127","52.24","130.78","130","18.19","68.72","70","10.32"
"2007","MI","2","Female","1","185","2150","7.75","7.3","1.71","216.33","214.35","52.14","36.56","36.41","8.51","144.56","131","53.49","132.56","130","18.06","78.46","78","10.13"
"2007","MI","2","Female","2","197","2333","7.43","7","1.6","221.55","215.6","50.99","37.55","36.8","8.25","136.87","124.5","48.06","134.4","132","18.02","79.66","80","10.31"
"2007","MI","2","Male","1","197","1950","7.77","7.3","1.82","221.52","213","49.09","32.62","31.09","6.7","150.95","132","67.75","133.04","132","18.94","79.99","80","11.45"
"2007","MI","2","Male","2","200","1934","7.37","6.9","1.86","230.65","225.9","48.4","33.43","32.42","6.84","139.16","120","64.67","134.16","132","19.41","80.76","80","12.02"
"2007","MI","3","Female","1","153","1926","7.3","7.1","1.18","197.72","194.5","43.79","34.3","34.14","7.18","131.44","122","42.86","137.42","136","19.91","73.72","74","11.07"
"2007","MI","3","Female","2","192","2437","7.04","6.8","1.2","193.91","189","44.11","33.94","33.39","7.66","124.48","115","40.31","138.84","137","20.06","74.52","74","11.17"
"2007","MI","3","Male","1","190","1916","7.29","7.1","1.25","218.58","215","46.29","31.52","30.67","5.99","135.25","127","49.61","130.79","130","19.87","72.12","72","10.32"
"2007","MI","3","Male","2","217","2268","6.99","6.8","1.25","217.68","214","45.22","31.55","30.91","5.99","127.23","117","45.49","132.72","130","19.5","73.5","73","10.67"
"2007","MI","4","Female","2","105","1542","6.87","6.7","1.19","165.29","158","39.87","29.24","28.45","6.75","125.38","119","39.9","141.8","140","21.63","70.81","70","11.05"
"2007","MO","1","Female","1","221","1590","7.59","6.9","2.11","240.15","235","62.31","40.43","39.83","9.74","147.15","119","75.43","124.87","124","14.37","78.62","78","10.03"
"2007","MO","1","Female","2","151","1274","7.19","6.4","1.99","259.51","250","70.65","42.98","42.13","9.94","131.23","112","61.1","129.99","130","14.99","82.29","82","10.23"
"2007","MO","1","Male","1","163","859","7.78","7.2","2.04","254.28","250","63.34","36.65","36.58","8.25","166.56","142","81.84","130.76","130","17.51","80.98","80","10.59"
"2007","MO","1","Male","2","119","720","7.27","6.7","2.04","278.93","281.6","65.97","40","39.78","8.62","153.78","126","80.71","134.6","132","17.26","83.32","82","10.97"
"2007","MO","2","Female","1","1510","10823","7.13","6.8","1.46","223.54","216","56.98","38.11","36.97","8.99","143.17","127","59.82","129.22","128","16.25","76.8","78","10.14"
"2007","MO","2","Female","2","1367","10521","6.95","6.6","1.39","223.65","216","58.42","38.21","37.01","9.04","137.24","120","58.41","130.8","130","16.67","77.95","79","10.38"
"2007","MO","2","Male","1","1409","8825","7.46","7","1.68","250.09","242","57.66","35.83","34.72","8.03","154.16","136","66.17","130.59","130","17.08","77.74","78","10.4"
"2007","MO","2","Male","2","1337","8744","7.1","6.7","1.57","251.55","243.1","56.91","35.99","34.78","7.87","142.71","125","59.3","132.2","130","17.02","79.19","80","10.38"
"2007","MO","3","Female","1","1794","14174","6.9","6.7","1.17","194.88","190.5","45.21","34.03","33.28","7.72","140.16","125","56.33","133.66","132","17.6","73.74","74","10.63"
"2007","MO","3","Female","2","1885","15520","6.74","6.5","1.12","192.67","188","44.34","33.84","33.07","7.57","133.83","119","52.31","134.78","132","17.79","74.69","75","10.55"
"2007","MO","3","Male","1","1882","14365","6.95","6.7","1.15","223.55","218","45.07","32.61","31.85","6.04","140.2","129","50.52","131.32","130","17.02","73.5","72","10.08"
"2007","MO","3","Male","2","1893","14990","6.78","6.6","1.14","223.63","219","44.27","32.65","31.87","6.01","134.09","123","46.6","132.25","130","17.2","74.38","74","10.21"
"2007","MO","4","Female","1","940","8158","6.78","6.6","1","166.4","164","34.84","29.98","29.18","6.18","133.78","122","52.23","136.28","134","19.93","71.17","70","10.55"
"2007","MO","4","Female","2","1049","9402","6.67","6.5","0.99","164.36","162.01","34.69","29.73","29.1","6.15","129.56","119","47.68","136.68","134","20.08","71.74","70","10.53"
"2007","MO","4","Male","1","734","6447","6.73","6.6","1.02","196.17","192","36.71","29.06","28.47","5.43","133.84","122","49.92","130.46","130","18.45","69.56","70","10.29"
"2007","MO","4","Male","2","721","6678","6.65","6.5","1","194.82","191","35.2","28.93","28.48","5.22","131.32","120","47.47","131.83","130","18.78","70.19","70","10.34"
"2007","NC","1","Female","1","256","1567","7.92","7.5","2.01","216.12","210.6","61.62","35.49","34.8","9.45","168.08","143","88.91","120.85","120","15.83","76.73","78","10.88"
"2007","NC","1","Female","2","121","779","7.45","7","1.93","230.48","216","67.88","37.68","36.52","9.73","151.07","124","80.88","125.95","124","15.5","80.79","80","10.77"
"2007","NC","1","Male","1","200","968","8.28","7.9","2.08","236.68","224.8","68.21","33.1","32.07","8.42","174.49","164","81.7","123.67","122","16.24","78.41","79.5","10.7"
"2007","NC","1","Male","2","127","556","7.79","7.4","1.88","254.01","249","67.14","35.02","34.61","8.41","161.35","148","71.37","129.76","128","16.44","82.98","82","11.07"
"2007","NC","2","Female","1","1482","9709","7.54","7.1","1.69","212.23","206","52.36","36.03","34.83","8.7","154.36","137","67.95","127.06","125","17.98","76.3","78","10.57"
"2007","NC","2","Female","2","1297","8439","7.33","6.95","1.64","217.16","211","51.94","36.85","35.93","8.52","147.73","129","65.58","129.43","128","17.68","78.25","80","10.6"
"2007","NC","2","Male","1","1338","6960","7.48","7.1","1.57","239.72","232","54.12","34.41","33.17","7.23","154.66","139","65.91","128.47","128","16.77","77.73","78","10.38"
"2007","NC","2","Male","2","1151","6002","7.32","6.9","1.6","241.3","233","53.33","34.87","33.61","7.43","147.39","130","62.43","130.13","130","16.9","79.17","80","10.45"
"2007","NC","3","Female","1","1602","10528","7.08","6.9","1.24","194.02","190.5","44.27","33.52","32.73","7.66","142.98","130","57.76","131.71","130","18.7","72.9","72","10.28"
"2007","NC","3","Female","2","1489","10152","6.97","6.7","1.24","193.78","190.2","43.59","33.48","32.82","7.5","137.68","124","55.6","132.36","130","18.77","73.42","72","10.38"
"2007","NC","3","Male","1","1483","9019","7.09","6.9","1.15","222.33","218","44.25","32.33","31.6","6.02","146.85","136","56.58","128.85","128","17.78","72.51","72","9.97"
"2007","NC","3","Male","2","1331","7994","6.97","6.8","1.14","223.73","220","43.77","32.66","31.89","6.01","141.98","130","54.72","130.48","130","17.84","73.79","73","10.23"
"2007","NC","4","Female","1","634","4385","7","6.8","1.22","167.67","162","38.52","29.79","28.9","6.58","148.86","137","58.53","133.5","130","19.51","69.71","70","10.11"
"2007","NC","4","Female","2","664","4828","6.87","6.7","1.21","167.33","162.4","37.59","29.87","29","6.51","142.23","128","56.45","134.58","132","19.86","70.42","70","10.23"
"2007","NC","4","Male","1","461","2988","6.83","6.6","1.04","197.66","194","34.42","29.03","28.29","5.25","146.18","133","57.28","128.71","128","17.94","68.52","69","9.88"
"2007","NC","4","Male","2","368","2353","6.73","6.6","1.01","198.23","193.01","33.6","29.23","28.47","5.23","141.93","129","55.98","129.84","130","17.76","69.2","70","10"
"2007","NH","1","Female","1","146","1748","7.75","7.2","2.13","220.99","220","57.86","37.47","36.74","9.34","165.54","141","79.58","120.07","120","14.29","75.9","77","9.54"
"2007","NH","2","Female","1","743","9602","7.22","6.9","1.46","215.03","211","55.17","37.29","36.42","8.98","150.89","132","64.85","129.62","128","16.99","76.84","78","10.4"
"2007","NH","2","Female","2","678","8543","6.96","6.6","1.37","222.66","216","57.05","38.12","37.01","8.92","138.62","121.5","57.72","131.6","130","17.26","77.78","78","10.53"
"2007","NH","2","Male","1","727","7575","7.42","7","1.55","240.21","234","52.65","35.03","34.01","7.15","157.93","140","62.83","130.96","130","17.14","78.29","78","10.59"
"2007","NH","2","Male","2","726","7332","7.18","6.8","1.54","243.32","237","50.57","35.46","34.51","7.08","145.55","129","58.93","133.77","132","17.3","80.34","80","10.74"
"2007","NH","3","Female","1","645","8152","6.87","6.6","1.15","190.12","183","45.13","34.47","33.04","7.92","140.23","127","53.96","133.93","132","18.55","73.05","72","10.72"
"2007","NH","3","Female","2","693","8530","6.76","6.5","1.18","192.31","185","45.2","34.7","33.41","7.96","133.89","120","52.25","135.41","133","18.38","74.5","74","10.78"
"2007","NH","3","Male","1","631","7290","7.02","6.7","1.19","221.58","215.01","46.33","32.74","31.75","6.4","145.2","132","51.29","133.05","130","19.08","73.2","72","10.71"
"2007","NH","3","Male","2","668","7673","6.86","6.6","1.18","221.07","215","44.17","32.8","31.75","6.14","139.32","126","49.43","134.71","132","18.98","74.4","74","10.75"
"2007","NH","4","Female","1","315","4267","6.67","6.5","0.88","161.88","156","33.37","29.38","28.36","5.66","134.75","122","49.6","136.31","134","19.91","69.86","70","10.86"
