"YEAR","STATE","AGE_CATEGORY","GENDER","DISEASE_CATEGORY","PATIENTS","OFFICE_VISITS","A1C_MEAN","A1C_MEDIAN","A1C_STDDEV","WEIGHT_MEAN","WEIGHT_MEDIAN","WEIGHT_STDDEV","BMI_MEAN","BMI_MEDIAN","BMI_STDDEV","FBG_MEAN","FBG_MEDIAN","FBG_STDDEV","SBP_MEAN","SBP_MEDIAN","SBP_STDDEV","DBP_MEAN","DBP_MEDIAN","DBP_STDDEV"
"2008","NY","4","Male","1","1037","15038","6.6","6.5","0.97","182.97","180.99","32.71","28.78","28.29","5.39","134.39","123","47.4","126.88","126","16.45","70.53","70","9.41"
"2008","NY","4","Male","2","1102","15367","6.43","6.3","0.91","180.23","178","32.8","28.51","28.08","4.94","128.17","118","44.29","128.83","130","16.74","71.23","70","9.56"
"2008","OH","1","Female","1","126","989","7.64","7.2","1.94","232.08","227","55.55","38.29","38.09","8.82","160.3","136","80.8","123.85","124","14.91","79.31","80","9.77"
"2008","OH","1","Female","2","108","770","7.12","6.5","1.82","238.57","236.5","53.21","39.52","39.29","8.55","140.68","110","77.74","126.93","126","15.29","81.68","80.5","10.23"
"2008","OH","2","Female","1","854","6787","7.35","6.9","1.63","215.39","211","53.09","36.81","36.15","8.46","144.67","127","64.2","128.99","128","17.2","76.42","78","10.05"
"2008","OH","2","Female","2","922","7085","7.13","6.7","1.57","217.19","212","54.22","37.06","36.18","8.58","135.31","117","60.63","130.35","128","17.61","77.42","78","10.18"
"2008","OH","2","Male","1","802","5654","7.4","7","1.66","239.38","231","55.89","34.48","33.31","7.66","146.94","131","62.89","129.54","128","16.46","77.52","78","9.94"
"2008","OH","2","Male","2","827","5814","7.24","6.8","1.67","244.29","236","56.61","34.97","33.7","7.73","138.42","121","57.94","131.26","130","16.72","78.84","80","10.18"
"2008","OH","3","Female","1","741","6321","6.94","6.7","1.15","192.62","190","45.38","33.42","32.78","7.6","133.43","119","54.88","132.41","130","17.83","72.82","72","10.01"
"2008","OH","3","Female","2","829","6799","6.83","6.6","1.16","191.33","188","45.15","33.15","32.59","7.58","128.06","114","51.57","133.42","130","17.88","73.51","74","10.09"
"2008","OH","3","Male","1","736","5440","7.04","6.8","1.22","215.35","209.3","43.09","31.33","30.55","5.9","137.58","126","52.36","131.11","130","17.2","72.79","72","9.96"
"2008","OH","3","Male","2","794","5635","6.93","6.6","1.24","217.06","212","43.26","31.5","30.71","5.85","133.64","121","51.13","132.32","130","17.21","73.42","72","10.06"
"2008","OH","4","Female","1","306","2395","6.78","6.6","0.96","165.5","160","35.96","29.66","28.52","6.32","126.65","118","46.95","134.86","132","18.57","70.52","70","9.78"
"2008","OH","4","Female","2","362","2706","6.66","6.5","0.93","163.94","159","34.58","29.39","28.46","6.16","120.81","112","41.55","134.78","132","18.9","70.78","70","10.06"
"2008","OH","4","Male","1","253","2169","6.83","6.7","0.94","188.42","186","35.21","28.23","27.72","5.05","133.04","124","51.61","130.06","130","16.79","69.52","70","9.79"
"2008","OH","4","Male","2","291","2468","6.69","6.5","0.94","190.5","190","34.98","28.24","27.86","4.94","123.91","114","42.39","131.35","130","16.22","70.71","70","9.55"
"2008","OK","3","Female","1","133","742","6.96","6.6","1.19","191.35","188.25","34.84","33.15","32.42","6.56","139.34","126","52.73","137.85","138","16.7","74.36","76","10.63"
"2008","OK","3","Female","2","128","732","6.9","6.55","1.2","188.52","185.8","35.13","32.44","31.27","6.49","138.79","125","52.73","138.57","138","16.76","75.42","78","11.01"
"2008","OK","3","Male","1","112","664","7.12","6.8","1.48","218.65","216.47","43.66","31.69","30.84","6.39","144.31","133","58.08","133.77","132","16.52","73.7","74","10.23"
"2008","OR","3","Female","2","102","796","6.81","6.5","1.15","199.15","197.01","45.35","34.4","34.51","7.74","140.73","128","52.12","136.4","134","19.21","72.16","70","11.31"
"2008","PA","1","Female","1","241","2200","7.44","6.8","1.91","211.68","208","52.86","35.75","35.06","8.36","153.46","124","84.3","123.02","122","14.7","77.24","78","10.33"
"2008","PA","1","Female","2","151","1337","7.07","6.3","1.92","233.96","235","49.91","39.35","39.74","7.97","142.1","116","72.92","129.84","128","15.68","82.49","81","10.69"
"2008","PA","1","Male","1","201","1535","7.7","7.2","1.95","248","245","66.38","35.16","34.97","8.56","158.59","131","79.39","126.14","124","16.23","78.99","80","10.09"
"2008","PA","1","Male","2","169","1232","7.43","6.7","2.04","258.23","261.6","57.4","37.12","37.59","7.87","155.59","123","82.16","131.05","130","17.09","82.97","82","11.75"
"2008","PA","2","Female","1","1693","17816","7.15","6.7","1.48","209.64","205","50.35","36.12","35.61","8.26","144.15","126","62.6","129.45","128","16.33","77.58","78","9.7"
"2008","PA","2","Female","2","1695","17554","6.9","6.5","1.46","212.22","207","50.63","36.63","36","8.31","134.94","117","58.17","131.71","130","16.65","79.3","80","10.02"
"2008","PA","2","Male","1","2086","19136","7.15","6.8","1.45","239.35","234","49.66","34.52","33.77","6.62","144.19","130","55.44","130.05","130","15.68","78.66","80","9.79"
"2008","PA","2","Male","2","2124","19785","6.9","6.5","1.43","239.96","234","48.99","34.52","33.67","6.55","135.26","121","50.93","131.76","130","16.03","80.16","80","10.13"
"2008","PA","3","Female","1","2356","26137","6.84","6.6","1.14","191.95","188","42.83","33.93","32.94","7.38","133.99","123","48.45","132.89","130","16.54","74.58","74","9.77"
"2008","PA","3","Female","2","2524","27855","6.72","6.5","1.12","191.39","188","42.26","33.83","32.91","7.32","129.71","118.5","46.12","133.92","132","16.78","75.42","76","9.98"
"2008","PA","3","Male","1","2335","24835","6.84","6.6","1.1","220.77","216","43.73","32.52","31.69","6.11","136.9","126","49.56","130.87","130","15.99","74.61","74","9.69"
"2008","PA","3","Male","2","2410","25166","6.7","6.5","1.11","220.54","215.4","42.81","32.46","31.71","5.96","132.17","121","46.42","132.06","130","16.15","75.46","76","9.74"
"2008","PA","4","Female","1","1773","21893","6.72","6.5","1.05","162.5","159","34.09","29.75","29.05","6.14","132.32","121","48.7","133.72","130","17.52","72.23","72","9.78"
"2008","PA","4","Female","2","1964","24801","6.58","6.4","0.99","161.49","158","34.35","29.64","29.05","6.16","127.58","116","45.65","134.23","132","17.53","72.63","72","9.87"
"2008","PA","4","Male","1","1242","15922","6.66","6.5","0.95","188.68","185","32.55","28.63","28.2","4.61","132.42","121","48.6","129.04","128","16.46","70.72","70","9.68"
"2008","PA","4","Male","2","1205","15171","6.57","6.4","0.97","190.39","186","33.53","28.95","28.69","4.74","130.13","118","48.3","130.53","130","16.8","71.65","70","9.82"
"2008","SC","1","Female","1","300","2622","8","7.3","2.3","241.04","234","70.06","39.87","39.13","10.28","168.55","140","89.67","128.25","126","17.98","79.7","80","12.12"
"2008","SC","1","Female","2","231","2040","7.73","7.1","2.11","259.74","253","70.73","42.22","40.85","10.39","156.67","131","83.61","132.45","130","17.82","81.83","80","12.09"
"2008","SC","1","Male","1","214","1463","7.96","7.4","2.21","249.88","244","73.71","34.72","34.18","8.74","172.42","138.5","95.53","135.14","131","19.42","83.78","82","12.18"
"2008","SC","1","Male","2","182","1303","7.73","7.1","2.16","264.62","259","66.56","37.01","36.27","8.49","158.74","126.5","91","137.04","135","19.11","84.84","84","12.12"
"2008","SC","2","Female","1","1359","12187","7.49","7","1.79","219.96","213.4","61.47","37.19","36.3","8.56","150.21","128","71.1","132.89","130","19.22","77.57","78","11.46"
"2008","SC","2","Female","2","1355","12363","7.36","6.8","1.81","221.92","214","62.03","37.52","36.53","8.53","144.29","122","69.32","133.76","132","19.38","78.07","79","11.54"
"2008","SC","2","Male","1","1197","8679","7.56","7.1","1.79","242.27","235.15","64.16","34.36","33.35","7.57","155.45","135","68.68","131.93","130","19","79.04","80","11.23"
"2008","SC","2","Male","2","1138","8156","7.45","6.9","1.82","242.87","235.19","64","34.51","33.55","7.45","149.91","128","69.01","133.98","132","18.51","80.08","80","11.15"
"2008","SC","3","Female","1","1301","12125","6.98","6.7","1.27","193.68","189","45.44","33.38","32.37","7.56","133.67","118","56.41","135.35","133","20.54","73.72","73","10.99"
"2008","SC","3","Female","2","1406","12876","6.89","6.6","1.25","194.35","189","44.99","33.46","32.35","7.53","130.31","115","54.95","136.45","134","20.49","74.48","74","10.93"
"2008","SC","3","Male","1","1150","8957","7.06","6.8","1.3","222.22","216.2","46.22","32","31.19","6.01","139.73","127","55.81","132.81","130","18.33","73.78","74","10.68"
"2008","SC","3","Male","2","1136","8747","6.97","6.7","1.31","221.73","215","47.41","31.93","31.07","6.03","135.45","121","54.64","133.94","132","18.43","74.6","75","10.88"
"2008","SC","4","Female","1","505","4948","6.74","6.5","1.16","164.79","161","34.13","28.83","27.95","5.88","129.18","113","54.55","137.5","136","21.43","71.64","70","10.98"
"2008","SC","4","Female","2","549","5425","6.69","6.4","1.13","164.13","161","33.85","28.84","28.04","5.76","126.62","111","51.85","138.45","138","21.77","71.7","70","10.92"
"2008","SC","4","Male","1","358","3446","6.78","6.5","1.05","190.88","186","34.28","27.93","27.23","4.71","135.95","117","54.58","129.96","130","20.17","69.6","70","10.43"
"2008","SC","4","Male","2","351","3243","6.72","6.5","1.02","189.62","186","34.41","27.93","27.25","4.86","132.73","115","54.05","131.87","130","20.36","70.41","70","10.58"
"2008","TN","2","Female","1","150","1091","7.14","6.8","1.46","214.17","205","53.23","36.8","35.46","8.35","159.31","138","71.37","132.11","130","19.19","77.95","79","10.19"
"2008","TN","2","Female","2","142","1089","6.95","6.7","1.44","217.26","211","53.45","36.82","36.2","8.08","150.09","132.5","65.42","132.25","130","18.5","77.91","79","9.92"
"2008","TN","2","Male","1","206","1235","7.47","7","1.65","228.87","224","50.52","32.67","32.18","6.73","168.24","153","64.03","133.85","132","18.12","79.22","80","10.19"
"2008","TN","2","Male","2","199","1290","7.28","6.9","1.66","240.24","235.8","49.98","34.02","33.1","6.13","158.85","142","65.65","135.32","133","17.74","80.76","80","9.61"
"2008","TN","3","Female","1","173","1297","6.86","6.6","1.3","190.3","193","37.91","32.48","32.45","6.04","152.78","141","60.01","135.84","134","19.21","73.44","72","9.93"
"2008","TN","3","Female","2","208","1591","6.77","6.5","1.29","188.49","187","38.09","32.4","32.11","5.93","148.45","135","58.33","137.44","136","18.83","74.71","74","9.93"
"2008","TN","3","Male","1","221","1433","6.89","6.7","1.21","217.59","213","39.08","31.45","30.34","5.47","155.14","142","60.64","134.16","132","19.24","74.07","74","9.86"
"2008","TN","3","Male","2","221","1468","6.82","6.6","1.25","219.09","214.9","42.9","31.61","30.7","5.94","150.19","134","60.66","135","134","19.19","74.48","74","9.93"
"2008","TN","4","Female","1","112","922","6.66","6.5","0.82","163.2","156","35.77","29.07","28.24","6.29","142.32","132","49.97","135.21","134","18.6","69.52","70","10.34"
"2008","TN","4","Female","2","126","1025","6.6","6.5","0.84","163.51","158","35.2","29.01","28.08","6.3","138.78","127","47.68","135.42","134","18.3","69.83","70","9.94"
"2008","TX","1","Female","1","617","5114","7.52","7","1.88","215.36","209","56.87","37","35.81","9.37","151.73","129","74.18","122.79","122","14.01","78.66","80","9.65"
"2008","TX","1","Female","2","333","2901","7.18","6.6","1.82","225.82","224","56.45","38.05","37.33","8.9","139.07","114","72.03","128.11","128","15.32","81.81","80","10.18"
"2008","TX","1","Male","1","611","3627","7.9","7.4","2.06","254.24","250","65.31","36.56","35.68","8.41","162.41","140","75.31","126.75","126","13.8","80.83","80","9.73"
"2008","TX","1","Male","2","437","2831","7.59","7.15","1.97","261.91","259","61.49","37.16","36.61","7.82","147.33","125","65.52","129.72","130","14.52","82.58","82","10"
"2008","TX","2","Female","1","4160","35836","7.41","6.9","1.66","211.73","206","52.31","36.44","35.52","8.33","145.54","128","62.61","128.44","127","16.36","77.02","78","9.77"
"2008","TX","2","Female","2","3830","34152","7.21","6.7","1.61","215.15","209.59","51.57","36.98","35.97","8.28","137.8","120","58.98","130.11","128","16.76","77.95","78","10.03"
"2008","TX","2","Male","1","4166","29782","7.46","7","1.58","240.52","234","53.33","34.69","33.75","7.1","147.75","132","59.98","129.15","128","15.91","78.59","80","9.68"
"2008","TX","2","Male","2","3902","28610","7.24","6.9","1.57","242.8","236","52.58","34.96","34.04","7.05","140.15","123","57.31","130.85","130","16.28","79.49","80","9.92"
"2008","TX","3","Female","1","3568","34449","6.98","6.7","1.22","190.53","185","44.03","33.42","32.5","7.27","134.23","123","49.95","131.74","130","16.77","73.15","72","10.1"
"2008","TX","3","Female","2","3726","36697","6.86","6.6","1.2","190.8","185","44.27","33.38","32.36","7.28","129.75","118","47.45","132.65","130","16.8","73.79","74","10.16"
"2008","TX","3","Male","1","3303","27171","7.08","6.8","1.23","221.84","216","45.54","32.28","31.45","6.09","138.2","127","51.57","129.81","130","16.3","73.17","72","9.86"
"2008","TX","3","Male","2","3237","27321","6.93","6.7","1.21","222.2","216","45.59","32.29","31.42","6.08","133.48","121","49.37","130.9","130","16.35","73.9","74","9.98"
"2008","TX","4","Female","1","1372","14919","6.87","6.6","1.1","163.45","161","34.54","29.25","28.52","5.91","134.66","123","50.42","133.23","130","17.73","69.45","70","10.2"
"2008","TX","4","Female","2","1559","17634","6.75","6.5","1.1","162.63","160","34.85","29.05","28.32","6.04","130.19","118","48.4","134.17","132","18.01","70.01","70","10.31"
"2008","TX","4","Male","1","1052","10853","6.84","6.6","1.04","195.66","193","36.5","29.05","28.55","5.27","136.95","124","52.27","128.53","128","17.58","68.61","70","10.14"
"2008","TX","4","Male","2","994","10539","6.73","6.5","1.04","196.9","194","35.84","29.19","28.69","5.11","132.22","119","49.12","130.28","130","17.37","69.63","70","10.12"
"2008","UT","2","Female","1","101","890","7.25","6.9","1.59","207.87","208.01","46.12","35.21","34.04","7.91","139.81","123","62.47","129.64","130","14.92","79.83","80","10.31"
"2008","UT","2","Male","1","138","983","7.41","7","1.64","243.05","233","56.07","34.06","32.61","7.38","144.78","128","59.01","131.04","130","16.77","80.62","80","11.04"
"2008","UT","2","Male","2","101","867","7.11","6.8","1.43","246.53","241","55.93","34.53","33.2","7.76","135.52","124","56.49","131.15","130","17.61","80.49","80","11.93"
"2008","UT","3","Male","1","117","894","7.15","6.8","1.28","225.3","222.99","47.48","32.89","33.01","6.33","131.77","116","51.32","130.22","130","17.02","76.51","78","10.81"
"2008","VA","1","Female","1","216","2002","7.75","7.1","2.03","219.18","212.8","56.11","37.06","36.61","8.54","171.77","141","87.01","124.83","123.5","14.87","78.66","80","10.56"
"2008","VA","1","Female","2","136","1244","7.64","6.9","2.08","228.3","220","56.94","38.29","37.24","8.82","168.06","134","91.91","128.92","128","15.93","81.44","80","10.65"
"2008","VA","1","Male","1","119","733","8.08","7.5","2.16","251.86","254","64.64","35.47","35.24","8.12","185.76","167.5","85.82","129.24","130","14.04","82.52","82","10.29"
"2008","VA","2","Female","1","1095","10124","7.35","6.8","1.71","212.03","207","48.73","36.32","35.73","8.2","152.72","132","71.31","130.63","130","17.45","78.18","80","10.36"
"2008","VA","2","Female","2","1041","9631","7.24","6.7","1.71","214.05","210","48.36","36.75","36.05","8.02","146.91","126","68.86","132.1","130","17.64","79.19","80","10.65"
"2008","VA","2","Male","1","972","6837","7.3","6.9","1.65","235.7","231.55","49.97","33.67","33.01","6.66","160.42","137","75.25","131.41","130","16.45","79.71","80","10.12"
"2008","VA","2","Male","2","903","6641","7.15","6.7","1.6","239.53","235.2","50.17","34.23","33.41","6.66","150.75","128","71.72","132.96","130","16.49","80.66","80","10.36"
"2008","VA","3","Female","1","1150","10680","6.84","6.5","1.24","190.97","187","43.97","33.42","32.68","7.37","142.87","129","58.38","134.52","132","17.95","74.33","74","10.27"
"2008","VA","3","Female","2","1189","11002","6.76","6.4","1.24","190.9","187","44.15","33.39","32.61","7.38","138.96","125","56.4","135.23","133","18.13","74.87","76","10.42"
"2008","VA","3","Male","1","1024","8121","6.84","6.5","1.27","218.2","212","43.51","31.74","30.93","5.84","145.26","131","58.66","132.41","130","16.68","74.62","74","10.07"
"2008","VA","3","Male","2","1015","8225","6.74","6.4","1.27","218.21","213","41.05","31.87","31.1","5.62","142.03","127","57.16","133.38","132","16.54","75.32","76","10.17"
"2008","VA","4","Female","1","490","4897","6.66","6.5","0.97","164.25","162","34.35","29.53","28.94","6.12","144.56","132","55.43","135.63","132","19.04","71.48","70","10.63"
"2008","VA","4","Female","2","526","5460","6.6","6.4","0.99","164.99","162","35.26","29.85","29.33","6.25","141.12","129","53.4","135.71","132","19.45","71.56","70","10.7"
"2008","VA","4","Male","1","351","3355","6.52","6.3","0.99","191.08","188","36.33","28.71","28.18","5.03","148.09","135","58.16","131.78","130","17.63","70.51","70","10.42"
"2008","VA","4","Male","2","350","3485","6.46","6.3","1","190.45","188","35.48","28.57","28.12","4.92","143.46","130","57.34","132.6","130","17.94","71.02","70","10.63"
"2008","WA","1","Female","1","320","3101","7.52","6.85","1.96","232.28","232","61.06","39.18","38.56","9","160.86","133.5","75.59","123.1","122","15.12","77.96","78","10.26"
"2008","WA","1","Female","2","231","2277","6.94","6.4","1.85","245.99","242","62.23","41.16","41.32","9.48","138.9","120","59.54","126.95","125","14.38","80.35","80","10.21"
"2008","WA","1","Male","1","223","1434","7.52","7","1.89","253.3","245.98","68.14","36.02","34.55","8.66","155.54","134","70.89","128.45","128","16.48","80.74","80","10.92"
"2008","WA","1","Male","2","175","1135","7.26","6.75","1.85","270.79","264.75","64.65","38.32","37.59","8.08","144.12","121","63.27","131.66","130","16.77","82.63","80","11.32"
"2008","WA","2","Female","1","2213","19858","7.26","6.9","1.58","219.58","215","54.5","37.43","36.49","8.81","147.54","129","61.62","128.08","128","16.74","76.74","78","10.17"
"2008","WA","2","Female","2","2179","19435","7.04","6.7","1.55","220.47","216","54.53","37.48","36.73","8.67","138.13","120","57.93","130.28","130","16.85","78.13","80","10.35"
"2008","WA","2","Male","1","2226","15489","7.27","6.9","1.53","242.01","236.06","53.3","34.55","33.84","6.92","149.35","134","58.37","130.5","130","16.93","78.83","80","10.55"
"2008","WA","2","Male","2","2328","15814","7.1","6.7","1.57","244.38","239.01","53.23","34.74","34","6.78","141.29","125","56.66","132.44","130","16.97","80.17","80","10.75"
"2008","WA","3","Female","1","1937","18490","6.95","6.7","1.13","195.61","190.58","47.55","34.31","33.36","7.71","136.23","124","49.34","131.88","130","17.62","73.39","72","10.41"
"2008","WA","3","Female","2","2170","20024","6.8","6.6","1.1","194.08","189.38","46.87","34.01","33.12","7.54","130.39","119","45.95","133","130","17.6","74.17","74","10.5"
"2008","WA","3","Male","1","2184","18802","6.99","6.8","1.21","221.7","215.6","44.89","32.45","31.72","5.92","139.49","129","48.81","130.52","130","17.43","74.15","74","10.45"
"2008","WA","3","Male","2","2324","19361","6.88","6.6","1.2","223.2","217.8","45.01","32.67","31.91","6.02","134.19","124","45.12","131.76","130","17.4","75.1","76","10.56"
"2008","WA","4","Female","1","953","10861","6.77","6.6","0.91","162.66","160","37.41","29.18","28.64","5.83","131.3","121","45.35","132.75","130","18.93","69.86","70","10.53"
"2008","WA","4","Female","2","1101","12126","6.65","6.5","0.9","161.61","159","37.11","29.04","28.38","5.77","126.22","117","41.22","134.16","132","19.07","70.91","70","10.77"
"2008","WA","4","Male","1","816","8582","6.84","6.6","1.08","195.83","191","36.41","29.22","28.41","4.89","136.35","125","49.67","129.18","128","17.28","69.43","70","10.59"
"2008","WA","4","Male","2","831","8604","6.74","6.5","1.1","196.09","192.06","36.5","29.23","28.48","4.98","131.74","121","46.84","130.75","130","17.76","69.93","70","10.66"
"2008","WI","2","Male","1","119","714","7.61","7.2","1.79","239.65","230","47.03","34.39","33.47","6.35","161.72","143","77.65","130.46","130","16.22","77.77","80","9.43"
"2008","WI","2","Male","2","157","966","7.29","6.8","2.18","250.71","251.2","49.43","35.99","35.71","6.54","144.66","118","82.78","132.54","131","15.03","80.74","80","9.48"
"2009","AR","2","Female","1","369","2576","7.56","6.9","2.03","218.98","218","57.85","37.57","36.61","9.77","158.22","135","77.69","131.27","130","17.94","77.27","78","10.86"
"2009","AR","2","Female","2","322","2382","7.38","6.8","1.96","222.16","219","57.7","38.22","37.22","10.01","152.49","130","75.84","132.97","131","18.34","78.27","78","11.16"
"2009","AR","2","Male","1","248","1499","7.53","7.1","1.77","239","234.45","53.9","34.16","32.88","7.16","163.13","146","68.55","134.87","132","20.36","79.98","80","11.6"
"2009","AR","2","Male","2","229","1563","7.3","6.8","1.8","239.79","234","54.71","34.11","32.98","7.39","154.74","136","65.83","135.97","134","20.32","80.25","80","11.63"
"2009","AR","3","Female","1","334","2244","6.73","6.5","1.27","189.97","183","45.03","33.27","32.16","7.54","137.41","126","55.01","137.38","134","19.49","74.75","74","10.45"
"2009","AR","3","Female","2","335","2335","6.65","6.4","1.29","191.11","185.2","44.69","33.39","32.57","7.28","135.64","123","53.39","137.23","134","19.64","75.07","74","10.36"
"2009","AR","3","Male","1","276","1568","7","6.7","1.35","218.2","215","48.55","31.79","31.15","6.44","147.19","135","56.01","132.87","132","17.07","74.06","74","9.83"
"2009","AR","3","Male","2","261","1490","6.96","6.6","1.37","220.65","217","49.46","31.86","31.32","6.37","147.08","134","54.35","133.21","132","16.95","74.52","74","10.03"
"2009","AR","4","Female","1","125","709","6.53","6.4","1.06","160.24","153","33.12","27.8","27.56","5.06","138.88","126","51.7","132.97","130","18.2","70.58","70","10.62"
"2009","AR","4","Female","2","128","680","6.45","6.3","0.99","161.02","154","32.42","28.29","27.7","6.23","133.88","123","50.03","133.66","132","17.96","70.77","70","10.64"
"2009","AZ","1","Female","1","104","930","7.62","7.1","1.92","222.15","209.2","65.52","37.83","36.76","10.97","151.1","129","72.33","127.13","126","15.38","80.29","80","9.53"
"2009","AZ","2","Female","1","544","5379","7.32","6.9","1.58","207.4","200.1","52.05","36.12","34.89","8.49","147.76","127","71.45","131.71","130","18.78","76.86","78","10.61"
"2009","AZ","2","Female","2","591","5798","7.06","6.6","1.57","203.99","198","51.64","35.77","34.86","8.22","137.29","115","67.92","132.98","131","18.04","78.05","78","10.41"
"2009","AZ","2","Male","1","477","4166","7.43","7","1.69","232.89","222.3","58.92","34.39","33.12","7.98","152.5","135","68.3","131.85","130","17.91","77.91","78","10.85"
"2009","AZ","2","Male","2","524","4550","7.22","6.8","1.7","232.91","224","57.86","34.19","33.14","7.56","145.51","126","67.14","132.6","130","18.15","78.59","80","10.92"
"2009","AZ","3","Female","1","1207","15280","6.84","6.6","1.07","186.59","182.4","42.53","32.67","32.01","7.09","134.83","122","54.67","134.74","132","18.74","71.94","72","10.32"
"2009","AZ","3","Female","2","1399","17481","6.67","6.5","1.02","185.57","182.2","43.36","32.44","31.79","7.2","127.71","115","49.07","135.74","134","18.82","72.93","72","10.38"
"2009","AZ","3","Male","1","1294","15665","6.91","6.7","1.07","216.07","211.2","43.43","31.6","30.88","5.75","141","129","52.84","130.69","130","17.41","71.37","71","10.05"
"2009","AZ","3","Male","2","1357","16013","6.73","6.5","1.06","215.62","210.21","42.68","31.47","30.61","5.74","135.97","123","50.66","132.12","130","17.81","72.55","72","10.28"
"2009","AZ","4","Female","1","786","11684","6.76","6.55","0.97","157.99","155.8","34.47","28.33","27.79","6.11","135.06","122.5","51.67","134.81","132","19.52","68.47","68","10.59"
"2009","AZ","4","Female","2","961","13758","6.56","6.4","0.95","155.51","153","32.92","27.87","27.3","5.78","126.93","114","45.96","135.84","133","20.08","69.48","70","10.75"
"2009","AZ","4","Male","1","864","13244","6.81","6.6","0.95","190.35","187","33.07","28.44","28.06","4.54","140.54","128","53.2","130.39","129","17.95","67.88","68","10.32"
"2009","AZ","4","Male","2","907","13667","6.65","6.5","0.98","191.51","188","31.9","28.62","28.18","4.5","133.99","121","49.61","131.41","130","17.87","68.77","70","10.34"
"2009","CA","2","Female","1","560","4482","7.25","6.85","1.62","199","192.4","52.03","34.73","34.15","8.16","140.63","124","56.93","129.92","129","17.73","77.13","78","9.83"
"2009","CA","2","Female","2","583","4599","7.01","6.6","1.56","200.98","197","50.74","35.05","34.36","8.06","131.88","118","53.15","131.56","130","17.51","78.71","80","10.02"
"2009","CA","2","Male","1","581","3701","7.39","7","1.62","229.52","222","56.02","33.94","32.61","7.44","147.86","132","56.88","131.25","130","17.14","79.74","80","10.63"
"2009","CA","2","Male","2","609","3910","6.96","6.5","1.48","233.73","224.2","60.06","34.42","32.81","7.97","135.39","121","50.81","132.64","130","16.87","80.46","80","10.63"
"2009","CA","3","Female","1","581","5333","6.98","6.7","1.26","176.51","171.5","40.77","31.91","30.75","6.87","134.75","121","51.51","132.41","130","17.41","73.6","72","10.02"
"2009","CA","3","Female","2","680","5991","6.79","6.5","1.23","176.07","171","42.34","31.84","30.76","6.93","128.15","115","48.23","132.79","130","17.16","74.5","74","9.9"
"2009","CA","3","Male","1","507","3759","7.06","6.8","1.31","208.71","204","44.55","31.4","30.56","5.69","137.45","127","47","131.44","130","17.42","73.77","74","10.45"
"2009","CA","3","Male","2","559","4170","6.9","6.6","1.3","209.09","203.1","45.05","31.3","30.51","5.82","132.14","120","45.54","132","130","17.43","74.52","75","10.38"
"2009","CA","4","Female","1","382","3479","6.68","6.5","1.01","153.79","150","33.63","28.32","27.39","5.81","128.94","117","46.64","134.1","130","19.3","70.41","70","10.64"
"2009","CA","4","Female","2","471","4266","6.54","6.3","1","152.88","149","33.44","28.29","27.44","5.7","122.74","112","43.79","134.46","130","18.73","70.98","70","10.41"
"2009","CA","4","Male","1","246","1918","6.88","6.7","1.11","186.43","186","32.12","29.04","28.68","4.51","137.79","126","48.63","128.68","128","17.33","69.74","70","10.07"
"2009","CA","4","Male","2","266","2160","6.76","6.6","1.14","184.85","184","31.85","28.76","28.56","4.39","130.6","119","47.13","129.72","130","16.57","71.2","70","10.23"
"2009","CO","1","Female","1","146","892","8.03","7.7","2.05","194.73","190","48.46","34.09","34.11","7.69","158.12","132.5","66.2","121.52","120","16.11","79.77","80","11.21"
"2009","CO","1","Male","1","101","504","8.01","7.4","2.17","228.2","210","71.81","33.7","31.27","8.88","157.84","131.5","72.95","124.35","122","13.28","81.2","80","10.81"
"2009","CO","2","Female","1","660","4433","7.98","7.3","2.02","192.57","188","49.36","34.23","33.73","7.7","154.69","134.5","70.75","128.34","126","18.15","79.85","80","10.94"
"2009","CO","2","Female","2","557","3929","7.84","7.2","2.03","198.6","195","49.31","35.07","34.45","7.84","148.01","126","70.66","131.32","130","18.44","81.66","80","11.27"
"2009","CO","2","Male","1","459","2909","7.88","7.2","1.96","217.16","214.8","53.22","32.38","31.63","6.8","159.2","137.5","72.56","130.19","128","18.56","81.88","80","12"
"2009","CO","2","Male","2","398","2660","7.73","7.1","2","224.19","220.6","55.07","33.25","32.39","6.96","154.04","130","71.85","132.15","130","18.82","82.85","80","11.99"
"2009","CO","3","Female","1","261","2038","7.36","6.8","1.62","176.43","171","44.37","31.91","30.71","7.1","141.36","125","62.57","133.03","130","19.7","76.61","78","10.82"
"2009","CO","3","Female","2","255","2004","7.24","6.8","1.57","181.28","178","44.24","32.6","31.76","7.08","136.58","122","59.45","133.86","130","19.49","77.16","78","11.06"
"2009","CO","3","Male","1","159","1097","7.4","7","1.63","206","199.6","49.72","31.52","30.85","5.69","144.48","125","61.18","131.11","130","18.7","76.93","78","10.73"
"2009","CO","3","Male","2","159","1174","7.27","6.8","1.68","206.29","200.8","49.56","31.37","31.01","5.82","140.11","120","60.02","131.41","130","18.84","77.38","78","10.85"
"2009","CT","1","Female","1","102","1902","8.08","7.6","2.16","234","225","66.22","40.14","38.14","10.55","159.88","135","83.65","124.54","123","17.75","75.05","74","12.32"
"2009","CT","2","Female","1","286","6107","7.77","7.4","1.8","215.04","206.5","62.12","37.28","36.13","9.83","158.33","138","75.82","129.32","127","19.72","72.72","72","12.1"
